,indicator,indicator-index,source,year,geography-level,value
945,Prevalence of low birthweight (<2.5kg),SUN,LSIS1,2012,target-2020,
946,Prevalence of low birthweight (<2.5kg),SUN,LSIS1,2012,target-2025,
947,Prevalence of low birthweight (<2.5kg),SUN,LSIS1,2012,NATIONAL,12.6
948,Prevalence of low birthweight (<2.5kg),SUN,LSIS1,2012,VIENTIANE CAPITAL,6.5
949,Prevalence of low birthweight (<2.5kg),SUN,LSIS1,2012,PHONGSALY,12.5
950,Prevalence of low birthweight (<2.5kg),SUN,LSIS1,2012,LUANGNAMTHA,10.2
951,Prevalence of low birthweight (<2.5kg),SUN,LSIS1,2012,OUDOMXAY,19.3
952,Prevalence of low birthweight (<2.5kg),SUN,LSIS1,2012,BOKEO,19.4
953,Prevalence of low birthweight (<2.5kg),SUN,LSIS1,2012,LUANGPRABANG,11.3
954,Prevalence of low birthweight (<2.5kg),SUN,LSIS1,2012,HUAPHANH,10.2
955,Prevalence of low birthweight (<2.5kg),SUN,LSIS1,2012,XAYABURY,18.5
956,Prevalence of low birthweight (<2.5kg),SUN,LSIS1,2012,XIENGKHUANG,9.0
957,Prevalence of low birthweight (<2.5kg),SUN,LSIS1,2012,VIENTIANE,9.9
958,Prevalence of low birthweight (<2.5kg),SUN,LSIS1,2012,BORIKHAMXAY,22.0
959,Prevalence of low birthweight (<2.5kg),SUN,LSIS1,2012,KHAMMUA,13.5
960,Prevalence of low birthweight (<2.5kg),SUN,LSIS1,2012,SAVANNAKHET,22.8
961,Prevalence of low birthweight (<2.5kg),SUN,LSIS1,2012,SARAVANE,12.8
962,Prevalence of low birthweight (<2.5kg),SUN,LSIS1,2012,SEKONG,18.2
963,Prevalence of low birthweight (<2.5kg),SUN,LSIS1,2012,CHAMPASACK,20.5
964,Prevalence of low birthweight (<2.5kg),SUN,LSIS1,2012,ATTAPEU,
965,Prevalence of low birthweight (<2.5kg),SUN,LSIS1,2012,XAYSOMBOUNE,
966,Prevalence of low birthweight (<2.5kg),SUN,MICS3,2006,target-2020,
967,Prevalence of low birthweight (<2.5kg),SUN,MICS3,2006,target-2025,
968,Prevalence of low birthweight (<2.5kg),SUN,MICS3,2006,NATIONAL,10.8
969,Prevalence of low birthweight (<2.5kg),SUN,MICS3,2006,VIENTIANE CAPITAL,
970,Prevalence of low birthweight (<2.5kg),SUN,MICS3,2006,PHONGSALY,
971,Prevalence of low birthweight (<2.5kg),SUN,MICS3,2006,LUANGNAMTHA,
972,Prevalence of low birthweight (<2.5kg),SUN,MICS3,2006,OUDOMXAY,
973,Prevalence of low birthweight (<2.5kg),SUN,MICS3,2006,BOKEO,
974,Prevalence of low birthweight (<2.5kg),SUN,MICS3,2006,LUANGPRABANG,
975,Prevalence of low birthweight (<2.5kg),SUN,MICS3,2006,HUAPHANH,
976,Prevalence of low birthweight (<2.5kg),SUN,MICS3,2006,XAYABURY,
977,Prevalence of low birthweight (<2.5kg),SUN,MICS3,2006,XIENGKHUANG,
978,Prevalence of low birthweight (<2.5kg),SUN,MICS3,2006,VIENTIANE,
979,Prevalence of low birthweight (<2.5kg),SUN,MICS3,2006,BORIKHAMXAY,
980,Prevalence of low birthweight (<2.5kg),SUN,MICS3,2006,KHAMMUA,
981,Prevalence of low birthweight (<2.5kg),SUN,MICS3,2006,SAVANNAKHET,
982,Prevalence of low birthweight (<2.5kg),SUN,MICS3,2006,SARAVANE,
983,Prevalence of low birthweight (<2.5kg),SUN,MICS3,2006,SEKONG,
984,Prevalence of low birthweight (<2.5kg),SUN,MICS3,2006,CHAMPASACK,
985,Prevalence of low birthweight (<2.5kg),SUN,MICS3,2006,ATTAPEU,
986,Prevalence of low birthweight (<2.5kg),SUN,MICS3,2006,XAYSOMBOUNE,
987,Prevalence of low birthweight (<2.5kg),SUN,MICS2,2000,target-2020,
988,Prevalence of low birthweight (<2.5kg),SUN,MICS2,2000,target-2025,
989,Prevalence of low birthweight (<2.5kg),SUN,MICS2,2000,NATIONAL,1.1
990,Prevalence of low birthweight (<2.5kg),SUN,MICS2,2000,VIENTIANE CAPITAL,
991,Prevalence of low birthweight (<2.5kg),SUN,MICS2,2000,PHONGSALY,
992,Prevalence of low birthweight (<2.5kg),SUN,MICS2,2000,LUANGNAMTHA,
993,Prevalence of low birthweight (<2.5kg),SUN,MICS2,2000,OUDOMXAY,
994,Prevalence of low birthweight (<2.5kg),SUN,MICS2,2000,BOKEO,
995,Prevalence of low birthweight (<2.5kg),SUN,MICS2,2000,LUANGPRABANG,
996,Prevalence of low birthweight (<2.5kg),SUN,MICS2,2000,HUAPHANH,
997,Prevalence of low birthweight (<2.5kg),SUN,MICS2,2000,XAYABURY,
998,Prevalence of low birthweight (<2.5kg),SUN,MICS2,2000,XIENGKHUANG,
999,Prevalence of low birthweight (<2.5kg),SUN,MICS2,2000,VIENTIANE,
1000,Prevalence of low birthweight (<2.5kg),SUN,MICS2,2000,BORIKHAMXAY,
1001,Prevalence of low birthweight (<2.5kg),SUN,MICS2,2000,KHAMMUA,
1002,Prevalence of low birthweight (<2.5kg),SUN,MICS2,2000,SAVANNAKHET,
1003,Prevalence of low birthweight (<2.5kg),SUN,MICS2,2000,SARAVANE,
1004,Prevalence of low birthweight (<2.5kg),SUN,MICS2,2000,SEKONG,
1005,Prevalence of low birthweight (<2.5kg),SUN,MICS2,2000,CHAMPASACK,
1006,Prevalence of low birthweight (<2.5kg),SUN,MICS2,2000,ATTAPEU,
1007,Prevalence of low birthweight (<2.5kg),SUN,MICS2,2000,XAYSOMBOUNE,
1008,Deworming among children 6-59 months,SUN,LSIS2,2017,target-2020,
1009,Deworming among children 6-59 months,SUN,LSIS2,2017,target-2025,
1010,Deworming among children 6-59 months,SUN,LSIS2,2017,NATIONAL,38.7
1011,Deworming among children 6-59 months,SUN,LSIS2,2017,VIENTIANE CAPITAL,48.8
1012,Deworming among children 6-59 months,SUN,LSIS2,2017,PHONGSALY,37.8
1013,Deworming among children 6-59 months,SUN,LSIS2,2017,LUANGNAMTHA,50.1
1014,Deworming among children 6-59 months,SUN,LSIS2,2017,OUDOMXAY,33.1
1015,Deworming among children 6-59 months,SUN,LSIS2,2017,BOKEO,40.3
1016,Deworming among children 6-59 months,SUN,LSIS2,2017,LUANGPRABANG,35.6
1017,Deworming among children 6-59 months,SUN,LSIS2,2017,HUAPHANH,45.1
1018,Deworming among children 6-59 months,SUN,LSIS2,2017,XAYABURY,54.1
1019,Deworming among children 6-59 months,SUN,LSIS2,2017,XIENGKHUANG,40.6
1020,Deworming among children 6-59 months,SUN,LSIS2,2017,VIENTIANE,40.4
1021,Deworming among children 6-59 months,SUN,LSIS2,2017,BORIKHAMXAY,49.4
1022,Deworming among children 6-59 months,SUN,LSIS2,2017,KHAMMUA,49.1
1023,Deworming among children 6-59 months,SUN,LSIS2,2017,SAVANNAKHET,27.5
1024,Deworming among children 6-59 months,SUN,LSIS2,2017,SARAVANE,28.6
1025,Deworming among children 6-59 months,SUN,LSIS2,2017,SEKONG,32.9
1026,Deworming among children 6-59 months,SUN,LSIS2,2017,CHAMPASACK,33.1
1027,Deworming among children 6-59 months,SUN,LSIS2,2017,ATTAPEU,35.2
1028,Deworming among children 6-59 months,SUN,LSIS2,2017,XAYSOMBOUNE,33.4
1029,Population using improved source of drinking water,SDG,LSIS2,2017,target-2020,
1030,Population using improved source of drinking water,SDG,LSIS2,2017,target-2025,
1031,Population using improved source of drinking water,SDG,LSIS2,2017,NATIONAL,78.1
1032,Population using improved source of drinking water,SDG,LSIS2,2017,VIENTIANE CAPITAL,94.3
1033,Population using improved source of drinking water,SDG,LSIS2,2017,PHONGSALY,80.7
1034,Population using improved source of drinking water,SDG,LSIS2,2017,LUANGNAMTHA,93.2
1035,Population using improved source of drinking water,SDG,LSIS2,2017,OUDOMXAY,84.8
1036,Population using improved source of drinking water,SDG,LSIS2,2017,BOKEO,47.6
1037,Population using improved source of drinking water,SDG,LSIS2,2017,LUANGPRABANG,55.7
1038,Population using improved source of drinking water,SDG,LSIS2,2017,HUAPHANH,82.7
1039,Population using improved source of drinking water,SDG,LSIS2,2017,XAYABURY,85.6
1040,Population using improved source of drinking water,SDG,LSIS2,2017,XIENGKHUANG,90.8
1041,Population using improved source of drinking water,SDG,LSIS2,2017,VIENTIANE,82.2
1042,Population using improved source of drinking water,SDG,LSIS2,2017,BORIKHAMXAY,81.0
1043,Population using improved source of drinking water,SDG,LSIS2,2017,KHAMMUA,68.2
1044,Population using improved source of drinking water,SDG,LSIS2,2017,SAVANNAKHET,69.5
1045,Population using improved source of drinking water,SDG,LSIS2,2017,SARAVANE,69.9
1046,Population using improved source of drinking water,SDG,LSIS2,2017,SEKONG,77.1
1047,Population using improved source of drinking water,SDG,LSIS2,2017,CHAMPASACK,82.8
1048,Population using improved source of drinking water,SDG,LSIS2,2017,ATTAPEU,79.1
1049,Population using improved source of drinking water,SDG,LSIS2,2017,XAYSOMBOUNE,72.6
1050,Population using improved source of drinking water,SDG,LSIS1,2012,target-2020,
1051,Population using improved source of drinking water,SDG,LSIS1,2012,target-2025,
1052,Population using improved source of drinking water,SDG,LSIS1,2012,NATIONAL,69.9
1053,Population using improved source of drinking water,SDG,LSIS1,2012,VIENTIANE CAPITAL,88.3
1054,Population using improved source of drinking water,SDG,LSIS1,2012,PHONGSALY,74.7
1055,Population using improved source of drinking water,SDG,LSIS1,2012,LUANGNAMTHA,97.6
1056,Population using improved source of drinking water,SDG,LSIS1,2012,OUDOMXAY,78.2
1057,Population using improved source of drinking water,SDG,LSIS1,2012,BOKEO,78.6
1058,Population using improved source of drinking water,SDG,LSIS1,2012,LUANGPRABANG,81.1
1059,Population using improved source of drinking water,SDG,LSIS1,2012,HUAPHANH,86.9
1060,Population using improved source of drinking water,SDG,LSIS1,2012,XAYABURY,67.2
1061,Population using improved source of drinking water,SDG,LSIS1,2012,XIENGKHUANG,75.8
1062,Population using improved source of drinking water,SDG,LSIS1,2012,VIENTIANE,61.3
1063,Population using improved source of drinking water,SDG,LSIS1,2012,BORIKHAMXAY,61.8
1064,Population using improved source of drinking water,SDG,LSIS1,2012,KHAMMUA,56.9
1065,Population using improved source of drinking water,SDG,LSIS1,2012,SAVANNAKHET,84.4
1066,Population using improved source of drinking water,SDG,LSIS1,2012,SARAVANE,59.2
1067,Population using improved source of drinking water,SDG,LSIS1,2012,SEKONG,75.2
1068,Population using improved source of drinking water,SDG,LSIS1,2012,CHAMPASACK,72.8
1069,Population using improved source of drinking water,SDG,LSIS1,2012,ATTAPEU,60.5
1070,Population using improved source of drinking water,SDG,LSIS1,2012,XAYSOMBOUNE,
1071,Population using improved source of drinking water,SDG,MICS3,2006,target-2020,
1072,Population using improved source of drinking water,SDG,MICS3,2006,target-2025,
1073,Population using improved source of drinking water,SDG,MICS3,2006,NATIONAL,51.5
1074,Population using improved source of drinking water,SDG,MICS3,2006,VIENTIANE CAPITAL,
1075,Population using improved source of drinking water,SDG,MICS3,2006,PHONGSALY,
1076,Population using improved source of drinking water,SDG,MICS3,2006,LUANGNAMTHA,
1077,Population using improved source of drinking water,SDG,MICS3,2006,OUDOMXAY,
1078,Population using improved source of drinking water,SDG,MICS3,2006,BOKEO,
1079,Population using improved source of drinking water,SDG,MICS3,2006,LUANGPRABANG,
1080,Population using improved source of drinking water,SDG,MICS3,2006,HUAPHANH,
1081,Population using improved source of drinking water,SDG,MICS3,2006,XAYABURY,
1082,Population using improved source of drinking water,SDG,MICS3,2006,XIENGKHUANG,
1083,Population using improved source of drinking water,SDG,MICS3,2006,VIENTIANE,
1084,Population using improved source of drinking water,SDG,MICS3,2006,BORIKHAMXAY,
1085,Population using improved source of drinking water,SDG,MICS3,2006,KHAMMUA,
1086,Population using improved source of drinking water,SDG,MICS3,2006,SAVANNAKHET,
1087,Population using improved source of drinking water,SDG,MICS3,2006,SARAVANE,
1088,Population using improved source of drinking water,SDG,MICS3,2006,SEKONG,
1089,Population using improved source of drinking water,SDG,MICS3,2006,CHAMPASACK,
1090,Population using improved source of drinking water,SDG,MICS3,2006,ATTAPEU,
1091,Population using improved source of drinking water,SDG,MICS3,2006,XAYSOMBOUNE,
1092,Population using improved source of drinking water,SDG,MICS2,2000,target-2020,
1093,Population using improved source of drinking water,SDG,MICS2,2000,target-2025,
1094,Population using improved source of drinking water,SDG,MICS2,2000,NATIONAL,42.2
1095,Population using improved source of drinking water,SDG,MICS2,2000,VIENTIANE CAPITAL,
1096,Population using improved source of drinking water,SDG,MICS2,2000,PHONGSALY,
1097,Population using improved source of drinking water,SDG,MICS2,2000,LUANGNAMTHA,
1098,Population using improved source of drinking water,SDG,MICS2,2000,OUDOMXAY,
1099,Population using improved source of drinking water,SDG,MICS2,2000,BOKEO,
1100,Population using improved source of drinking water,SDG,MICS2,2000,LUANGPRABANG,
1101,Population using improved source of drinking water,SDG,MICS2,2000,HUAPHANH,
1102,Population using improved source of drinking water,SDG,MICS2,2000,XAYABURY,
1103,Population using improved source of drinking water,SDG,MICS2,2000,XIENGKHUANG,
1104,Population using improved source of drinking water,SDG,MICS2,2000,VIENTIANE,
1105,Population using improved source of drinking water,SDG,MICS2,2000,BORIKHAMXAY,
1106,Population using improved source of drinking water,SDG,MICS2,2000,KHAMMUA,
1107,Population using improved source of drinking water,SDG,MICS2,2000,SAVANNAKHET,
1108,Population using improved source of drinking water,SDG,MICS2,2000,SARAVANE,
1109,Population using improved source of drinking water,SDG,MICS2,2000,SEKONG,
1110,Population using improved source of drinking water,SDG,MICS2,2000,CHAMPASACK,
1111,Population using improved source of drinking water,SDG,MICS2,2000,ATTAPEU,
1112,Population using improved source of drinking water,SDG,MICS2,2000,XAYSOMBOUNE,
1113,Population using improved source of drinking water,SDG,MICS1,1997,target-2020,
1114,Population using improved source of drinking water,SDG,MICS1,1997,target-2025,
1115,Population using improved source of drinking water,SDG,MICS1,1997,NATIONAL,44.4
1116,Population using improved source of drinking water,SDG,MICS1,1997,VIENTIANE CAPITAL,
1117,Population using improved source of drinking water,SDG,MICS1,1997,PHONGSALY,
1118,Population using improved source of drinking water,SDG,MICS1,1997,LUANGNAMTHA,
1119,Population using improved source of drinking water,SDG,MICS1,1997,OUDOMXAY,
1120,Population using improved source of drinking water,SDG,MICS1,1997,BOKEO,
1121,Population using improved source of drinking water,SDG,MICS1,1997,LUANGPRABANG,
1122,Population using improved source of drinking water,SDG,MICS1,1997,HUAPHANH,
1123,Population using improved source of drinking water,SDG,MICS1,1997,XAYABURY,
1124,Population using improved source of drinking water,SDG,MICS1,1997,XIENGKHUANG,
1125,Population using improved source of drinking water,SDG,MICS1,1997,VIENTIANE,
1126,Population using improved source of drinking water,SDG,MICS1,1997,BORIKHAMXAY,
1127,Population using improved source of drinking water,SDG,MICS1,1997,KHAMMUA,
1128,Population using improved source of drinking water,SDG,MICS1,1997,SAVANNAKHET,
1129,Population using improved source of drinking water,SDG,MICS1,1997,SARAVANE,
1130,Population using improved source of drinking water,SDG,MICS1,1997,SEKONG,
1131,Population using improved source of drinking water,SDG,MICS1,1997,CHAMPASACK,
1132,Population using improved source of drinking water,SDG,MICS1,1997,ATTAPEU,
1133,Population using improved source of drinking water,SDG,MICS1,1997,XAYSOMBOUNE,
1134,% of households using appropriate household water treatment (HWT) for clean and safe drinking water,SDG,LSIS2,2017,target-2020,
1135,% of households using appropriate household water treatment (HWT) for clean and safe drinking water,SDG,LSIS2,2017,target-2025,
1136,% of households using appropriate household water treatment (HWT) for clean and safe drinking water,SDG,LSIS2,2017,NATIONAL,36.8
1137,% of households using appropriate household water treatment (HWT) for clean and safe drinking water,SDG,LSIS2,2017,VIENTIANE CAPITAL,11.8
1138,% of households using appropriate household water treatment (HWT) for clean and safe drinking water,SDG,LSIS2,2017,PHONGSALY,66.2
1139,% of households using appropriate household water treatment (HWT) for clean and safe drinking water,SDG,LSIS2,2017,LUANGNAMTHA,36.1
1140,% of households using appropriate household water treatment (HWT) for clean and safe drinking water,SDG,LSIS2,2017,OUDOMXAY,56.9
1141,% of households using appropriate household water treatment (HWT) for clean and safe drinking water,SDG,LSIS2,2017,BOKEO,38.4
1142,% of households using appropriate household water treatment (HWT) for clean and safe drinking water,SDG,LSIS2,2017,LUANGPRABANG,54.3
1143,% of households using appropriate household water treatment (HWT) for clean and safe drinking water,SDG,LSIS2,2017,HUAPHANH,86.7
1144,% of households using appropriate household water treatment (HWT) for clean and safe drinking water,SDG,LSIS2,2017,XAYABURY,35.1
1145,% of households using appropriate household water treatment (HWT) for clean and safe drinking water,SDG,LSIS2,2017,XIENGKHUANG,62.8
1146,% of households using appropriate household water treatment (HWT) for clean and safe drinking water,SDG,LSIS2,2017,VIENTIANE,23.3
1147,% of households using appropriate household water treatment (HWT) for clean and safe drinking water,SDG,LSIS2,2017,BORIKHAMXAY,37.7
1148,% of households using appropriate household water treatment (HWT) for clean and safe drinking water,SDG,LSIS2,2017,KHAMMUA,37.0
1149,% of households using appropriate household water treatment (HWT) for clean and safe drinking water,SDG,LSIS2,2017,SAVANNAKHET,14.1
1150,% of households using appropriate household water treatment (HWT) for clean and safe drinking water,SDG,LSIS2,2017,SARAVANE,42.1
1151,% of households using appropriate household water treatment (HWT) for clean and safe drinking water,SDG,LSIS2,2017,SEKONG,48.2
1152,% of households using appropriate household water treatment (HWT) for clean and safe drinking water,SDG,LSIS2,2017,CHAMPASACK,32.5
1153,% of households using appropriate household water treatment (HWT) for clean and safe drinking water,SDG,LSIS2,2017,ATTAPEU,32.8
1154,% of households using appropriate household water treatment (HWT) for clean and safe drinking water,SDG,LSIS2,2017,XAYSOMBOUNE,75.3
1155,% of households using appropriate household water treatment (HWT) for clean and safe drinking water,SDG,LSIS1,2012,target-2020,
1156,% of households using appropriate household water treatment (HWT) for clean and safe drinking water,SDG,LSIS1,2012,target-2025,
1157,% of households using appropriate household water treatment (HWT) for clean and safe drinking water,SDG,LSIS1,2012,NATIONAL,53.2
1158,% of households using appropriate household water treatment (HWT) for clean and safe drinking water,SDG,LSIS1,2012,VIENTIANE CAPITAL,34.7
1159,% of households using appropriate household water treatment (HWT) for clean and safe drinking water,SDG,LSIS1,2012,PHONGSALY,78.0
1160,% of households using appropriate household water treatment (HWT) for clean and safe drinking water,SDG,LSIS1,2012,LUANGNAMTHA,39.4
1161,% of households using appropriate household water treatment (HWT) for clean and safe drinking water,SDG,LSIS1,2012,OUDOMXAY,66.7
1162,% of households using appropriate household water treatment (HWT) for clean and safe drinking water,SDG,LSIS1,2012,BOKEO,55.3
1163,% of households using appropriate household water treatment (HWT) for clean and safe drinking water,SDG,LSIS1,2012,LUANGPRABANG,82.4
1164,% of households using appropriate household water treatment (HWT) for clean and safe drinking water,SDG,LSIS1,2012,HUAPHANH,94.1
1165,% of households using appropriate household water treatment (HWT) for clean and safe drinking water,SDG,LSIS1,2012,XAYABURY,79.2
1166,% of households using appropriate household water treatment (HWT) for clean and safe drinking water,SDG,LSIS1,2012,XIENGKHUANG,79.5
1167,% of households using appropriate household water treatment (HWT) for clean and safe drinking water,SDG,LSIS1,2012,VIENTIANE,55.1
1168,% of households using appropriate household water treatment (HWT) for clean and safe drinking water,SDG,LSIS1,2012,BORIKHAMXAY,53.1
1169,% of households using appropriate household water treatment (HWT) for clean and safe drinking water,SDG,LSIS1,2012,KHAMMUA,39.1
1170,% of households using appropriate household water treatment (HWT) for clean and safe drinking water,SDG,LSIS1,2012,SAVANNAKHET,25.3
1171,% of households using appropriate household water treatment (HWT) for clean and safe drinking water,SDG,LSIS1,2012,SARAVANE,54.6
1172,% of households using appropriate household water treatment (HWT) for clean and safe drinking water,SDG,LSIS1,2012,SEKONG,78.9
1173,% of households using appropriate household water treatment (HWT) for clean and safe drinking water,SDG,LSIS1,2012,CHAMPASACK,81.0
1174,% of households using appropriate household water treatment (HWT) for clean and safe drinking water,SDG,LSIS1,2012,ATTAPEU,65.1
1175,% of households using appropriate household water treatment (HWT) for clean and safe drinking water,SDG,LSIS1,2012,XAYSOMBOUNE,
1176,% of households using appropriate household water treatment (HWT) for clean and safe drinking water,SDG,MICS3,2006,target-2020,
1177,% of households using appropriate household water treatment (HWT) for clean and safe drinking water,SDG,MICS3,2006,target-2025,
1178,% of households using appropriate household water treatment (HWT) for clean and safe drinking water,SDG,MICS3,2006,NATIONAL,65.7
1179,% of households using appropriate household water treatment (HWT) for clean and safe drinking water,SDG,MICS3,2006,VIENTIANE CAPITAL,
1180,% of households using appropriate household water treatment (HWT) for clean and safe drinking water,SDG,MICS3,2006,PHONGSALY,
1181,% of households using appropriate household water treatment (HWT) for clean and safe drinking water,SDG,MICS3,2006,LUANGNAMTHA,
1182,% of households using appropriate household water treatment (HWT) for clean and safe drinking water,SDG,MICS3,2006,OUDOMXAY,
1183,% of households using appropriate household water treatment (HWT) for clean and safe drinking water,SDG,MICS3,2006,BOKEO,
1184,% of households using appropriate household water treatment (HWT) for clean and safe drinking water,SDG,MICS3,2006,LUANGPRABANG,
1185,% of households using appropriate household water treatment (HWT) for clean and safe drinking water,SDG,MICS3,2006,HUAPHANH,
1186,% of households using appropriate household water treatment (HWT) for clean and safe drinking water,SDG,MICS3,2006,XAYABURY,
1187,% of households using appropriate household water treatment (HWT) for clean and safe drinking water,SDG,MICS3,2006,XIENGKHUANG,
1188,% of households using appropriate household water treatment (HWT) for clean and safe drinking water,SDG,MICS3,2006,VIENTIANE,
1189,% of households using appropriate household water treatment (HWT) for clean and safe drinking water,SDG,MICS3,2006,BORIKHAMXAY,
1190,% of households using appropriate household water treatment (HWT) for clean and safe drinking water,SDG,MICS3,2006,KHAMMUA,
1191,% of households using appropriate household water treatment (HWT) for clean and safe drinking water,SDG,MICS3,2006,SAVANNAKHET,
1192,% of households using appropriate household water treatment (HWT) for clean and safe drinking water,SDG,MICS3,2006,SARAVANE,
1193,% of households using appropriate household water treatment (HWT) for clean and safe drinking water,SDG,MICS3,2006,SEKONG,
1194,% of households using appropriate household water treatment (HWT) for clean and safe drinking water,SDG,MICS3,2006,CHAMPASACK,
1195,% of households using appropriate household water treatment (HWT) for clean and safe drinking water,SDG,MICS3,2006,ATTAPEU,
1196,% of households using appropriate household water treatment (HWT) for clean and safe drinking water,SDG,MICS3,2006,XAYSOMBOUNE,
